pair_id,pdb_id,uniprot_id,common_residues,rmsd,quality_certified,clean_pdb_file,clean_af_file,aligned_af_file,size_category_v2,quality_category_v2,scientific_usability
4Q08_P00918,4Q08,P00918,257,0.4739949009237306,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/4Q08_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/4Q08_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/4Q08_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
4Q09_P00918,4Q09,P00918,257,0.4638763727230354,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/4Q09_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/4Q09_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/4Q09_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
4Q06_P00918,4Q06,P00918,258,0.4983804429645728,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/4Q06_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/4Q06_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/4Q06_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
2OSF_P00918,2OSF,P00918,257,0.3772257698396849,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/2OSF_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/2OSF_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/2OSF_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
5OGN_P00918,5OGN,P00918,259,0.9572431918804224,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5OGN_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5OGN_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5OGN_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
2OSM_P00918,2OSM,P00918,258,0.5593066943634182,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/2OSM_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/2OSM_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/2OSM_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
6ROE_P00918,6ROE,P00918,260,7.187453397076559e-15,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6ROE_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6ROE_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6ROE_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
3P3H_P00918,3P3H,P00918,258,0.5982795083469074,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/3P3H_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/3P3H_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/3P3H_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
2WD3_P00918,2WD3,P00918,257,0.4124732906686552,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/2WD3_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/2WD3_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/2WD3_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
2X7T_P00918,2X7T,P00918,257,0.4289575990568215,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/2X7T_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/2X7T_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/2X7T_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
4Q07_P00918,4Q07,P00918,257,0.462707518907582,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/4Q07_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/4Q07_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/4Q07_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
5BRW_P00918,5BRW,P00918,258,0.6517247318150907,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5BRW_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5BRW_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5BRW_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
5BYI_P00918,5BYI,P00918,257,0.4817615067518788,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5BYI_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5BYI_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5BYI_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
6YOK_P00918,6YOK,P00918,257,0.4086893790168882,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6YOK_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6YOK_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6YOK_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
6T7U_P00918,6T7U,P00918,257,0.4208450461458674,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6T7U_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6T7U_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6T7U_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
5BRV_P00918,5BRV,P00918,258,0.5955219221869236,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5BRV_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5BRV_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5BRV_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
8OLI_P00918,8OLI,P00918,258,0.5950298690666848,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/8OLI_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/8OLI_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/8OLI_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
6YKC_P00918,6YKC,P00918,257,0.3964440606586966,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6YKC_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6YKC_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6YKC_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
6YJ3_P00918,6YJ3,P00918,258,0.7150283580383273,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6YJ3_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6YJ3_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6YJ3_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
4LP6_P00918,4LP6,P00918,257,0.4310324524316215,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/4LP6_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/4LP6_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/4LP6_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
6QFV_P00918,6QFV,P00918,255,0.4031668684716317,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6QFV_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6QFV_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6QFV_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
6QFW_P00918,6QFW,P00918,256,0.3810459051654836,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6QFW_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6QFW_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6QFW_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
3U45_P00918,3U45,P00918,260,7.187453397076559e-15,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/3U45_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/3U45_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/3U45_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
3KIG_P00918,3KIG,P00918,257,0.5222009289424339,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/3KIG_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/3KIG_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/3KIG_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
7M26_P00918,7M26,P00918,260,7.187453397076559e-15,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/7M26_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/7M26_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/7M26_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
5T74_P00918,5T74,P00918,257,0.4969882966919493,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5T74_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5T74_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5T74_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
9H3H_P00918,9H3H,P00918,257,0.3912031864198473,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/9H3H_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/9H3H_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/9H3H_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
5JE7_P00918,5JE7,P00918,257,0.4311886953110644,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5JE7_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5JE7_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5JE7_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
5JEG_P00918,5JEG,P00918,259,0.4522027345710975,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5JEG_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5JEG_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5JEG_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
8ZWV_P00918,8ZWV,P00918,260,0.964800091275502,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/8ZWV_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/8ZWV_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/8ZWV_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
7NZT_P00918,7NZT,P00918,257,0.4278382793619689,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/7NZT_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/7NZT_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/7NZT_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
7NZU_P00918,7NZU,P00918,257,0.4529116166515667,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/7NZU_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/7NZU_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/7NZU_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
5JG5_P00918,5JG5,P00918,259,0.4520047694249484,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5JG5_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5JG5_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5JG5_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
5JGT_P00918,5JGT,P00918,259,0.4407065016750923,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5JGT_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5JGT_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5JGT_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
5JEP_P00918,5JEP,P00918,258,0.5651706500047785,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/5JEP_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/5JEP_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/5JEP_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
7Y2L_P00918,7Y2L,P00918,260,7.187453397076559e-15,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/7Y2L_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/7Y2L_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/7Y2L_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
6YZR_P00918,6YZR,P00918,257,0.4295823117644261,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6YZR_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6YZR_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6YZR_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
6YZS_P00918,6YZS,P00918,258,0.5893750830819651,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6YZS_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6YZS_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6YZS_P00918_aligned.pdb,Sweet Spot (250-300),Excelente,Gold Standard
6YZU_P00918,6YZU,P00918,258,0.4297334364376804,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6YZU_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6YZU_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6YZU_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
3T85_P00918,3T85,P00918,257,0.4427024979220417,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/3T85_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/3T85_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/3T85_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
3M14_P00918,3M14,P00918,260,7.187453397076559e-15,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/3M14_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/3M14_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/3M14_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
6GCY_P00918,6GCY,P00918,260,7.187453397076559e-15,True,/home/antonio-tapia/alphafold-project/data/processed/clean_pdb/6GCY_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/clean_alphafold/6GCY_P00918_clean.pdb,/home/antonio-tapia/alphafold-project/data/processed/aligned_pairs/6GCY_P00918_aligned.pdb,Sweet Spot (250-300),Excepcional,Gold Standard
